record_id,student_id,first_name,last_name,parent_id,class_id,gender,date_of_birth,date_enrolled,is_repeating,age,street_address,city,start_date,end_date,is_current
576,1576,Chinaza,Nnamdi,129,12,Female,2010-03-20,2024-02-17,False,14,7911 Lyons Pines,Ughelli,2024-10-08,,Yes
565,1565,Ahmed,Nnamdi,309,12,Male,2008-03-13,2024-02-13,False,16,06635 Helen Cliffs Suite 928,Ozoro,2024-10-08,,Yes
402,1402,Ngozi,Okeke,435,9,Female,2012-12-10,2024-02-12,False,12,28290 Glover Valley Apt. 282,Patani,2024-10-08,,Yes
120,1120,Kemi,Nnamdi,270,3,Male,2014-08-14,2024-02-20,False,10,45643 Wilson Ferry,Oghara,2024-10-08,,Yes
346,1346,Bola,Nnamdi,247,7,Female,2014-08-14,2024-02-09,False,10,45029 David Glens Apt. 736,Patani,2024-10-08,,Yes
249,1249,Kemi,Olawale,177,5,Female,2013-08-12,2024-02-14,False,11,63052 Griffith Ferry Apt. 307,Burutu,2024-10-08,,Yes
578,1578,Kemi,Adeyemi,551,12,Male,2010-10-10,2024-02-11,False,14,110 Simpson Motorway Apt. 894,Ughelli,2024-10-08,,Yes
65,1065,Ngozi,Eze,592,2,Male,2014-02-15,2024-02-08,False,10,77892 Turner Mountain,Burutu,2024-10-08,,Yes
186,1186,Ahmed,Abimbola,457,4,Female,2012-12-09,2024-02-16,False,12,45643 Wilson Ferry,Asaba,2024-10-08,,Yes
247,1247,Adebayo,Bello,198,5,Female,2013-01-27,2024-02-08,False,11,80899 Rachel Mission Apt. 927,Oghara,2024-10-08,,Yes
470,1470,Ngozi,Okeke,524,10,Male,2008-08-07,2024-02-11,False,16,5550 Smith Alley Suite 852,Burutu,2024-10-08,,Yes
496,1496,Chinedu,Okeke,216,10,Male,2014-06-17,2024-02-12,False,10,72854 Rhodes Burg Suite 646,Ughelli,2024-10-08,,Yes
504,1504,Chinaza,Nnamdi,419,11,Male,2010-07-04,2024-02-13,False,14,28290 Glover Valley Apt. 282,Warri,2024-10-08,,Yes
492,1492,Ngozi,Nnamdi,214,10,Female,2012-05-25,2024-02-15,False,12,31070 Brown Harbor,Sapele,2024-10-08,,Yes
433,1433,Ifeanyi,Bello,552,9,Female,2009-03-07,2024-02-13,False,15,4793 Mark Unions Suite 964,Ughelli,2024-10-08,,Yes
287,1287,Ibrahim,Olawale,599,6,Male,2012-12-14,2024-02-08,False,12,429 Walker Loaf Apt. 643,Koko,2024-10-08,,Yes
396,1396,Ifeanyi,Nnamdi,397,8,Male,2008-08-17,2024-02-11,False,16,845 Casey Alley,Abraka,2024-10-08,,Yes
261,1261,Obinna,Okeke,478,6,Female,2007-12-25,2024-02-07,False,17,06635 Helen Cliffs Suite 928,Asaba,2024-10-08,,Yes
493,1493,Bola,Eze,492,10,Male,2011-03-14,2024-02-17,False,13,06635 Helen Cliffs Suite 928,Ughelli,2024-10-08,,Yes
128,1128,Obinna,Danladi,185,3,Female,2011-03-20,2024-02-10,False,13,1495 Rodgers Lake,Burutu,2024-10-08,,Yes
376,1376,Ngozi,Eze,122,8,Female,2010-12-22,2024-02-08,False,14,7746 Martin Key,Ozoro,2024-10-08,,Yes
465,1465,Ahmed,Okeke,437,10,Female,2008-08-18,2024-02-09,False,16,866 Schultz Port Suite 781,Agbor,2024-10-08,,Yes
515,1515,Ngozi,Olawale,353,11,Male,2008-06-11,2024-02-10,False,16,45643 Wilson Ferry,Patani,2024-10-08,,Yes
393,1393,Chinedu,Eze,211,8,Male,2011-06-20,2024-02-16,False,13,986 Mercer Street,Koko,2024-10-08,,Yes
